product_ID,date,amount,status
p40702071,2021/9/29,2557,OUT
p30756125,2020/1/21,2034,IN
p56381778,2020/4/18,2362,IN
p48475332,2020/5/11,1733,OUT
p93189432,2019/12/9,1432,IN
p91954512,2020/5/1,2749,IN
p94417316,2020/5/2,1077,OUT
p16654014,2021/4/18,441,IN
p38343661,2020/7/31,1992,OUT
p75219738,2020/8/6,818,OUT
p92075239,2020/12/7,1740,OUT
p81254176,2019/12/6,2371,OUT
p37354641,2020/9/4,2644,IN
p53200837,2020/1/21,205,IN
p24489171,2020/10/31,293,IN
p34171719,2020/5/21,1113,OUT
p20100125,2021/5/5,2630,OUT
p16190520,2021/5/7,1131,IN
p45874346,2020/4/29,779,OUT
p46605539,2021/4/24,1575,OUT
p47776908,2020/12/26,1183,IN
p83171651,2020/9/9,95,IN
p75360809,2020/9/24,542,IN
p14591682,2021/7/1,725,OUT
p34029449,2020/4/1,1541,IN
p87347962,2020/4/21,830,OUT
p16417309,2021/5/12,807,IN
p11905432,2021/5/29,2735,IN
p73292403,2021/7/15,2107,OUT
p25810260,2021/3/14,113,IN
p40340230,2020/1/14,430,IN
p99053815,2021/4/1,2201,OUT
p40865893,2021/2/10,2213,OUT
p72807002,2021/8/27,2769,IN
p47382139,2021/9/5,2686,OUT
p13514920,2021/11/16,1371,IN
p21412243,2021/9/12,410,IN
p41484352,2021/1/25,1751,OUT
p94917481,2021/12/19,2972,IN
p70863526,2021/9/18,2084,OUT
p26114475,2020/2/2,2739,OUT
p86410786,2020/7/7,915,IN
p64689229,2020/7/27,1640,IN
p12600407,2021/7/12,1344,OUT
p64704854,2021/9/9,826,IN
p44652982,2021/4/8,2322,IN
p12196043,2020/8/6,1117,IN
p10009824,2020/8/2,2961,OUT
p10939197,2021/8/1,1519,OUT
p11640318,2021/1/25,1045,IN
p29992867,2021/2/5,1017,IN
p97593873,2021/4/12,2730,OUT
p69066374,2020/6/23,1631,IN
p97487146,2021/10/24,1509,OUT
p81039153,2021/3/7,1700,OUT
p37447411,2021/12/17,1171,IN
p15548662,2020/1/3,2821,OUT
p20981940,2021/5/7,1426,OUT
p98843125,2020/5/4,1235,IN
p32594772,2020/12/25,2689,OUT
p49523483,2021/9/10,482,IN
p51984281,2020/10/24,537,OUT
p10502225,2020/5/8,35,IN
p74975445,2021/2/7,2196,OUT
p77505860,2020/2/5,1720,OUT
p49675564,2021/5/2,2467,IN
p62117076,2020/3/13,2833,IN
p73134523,2021/12/28,329,OUT
p10851972,2021/3/27,2758,IN
p30763865,2020/7/29,10,OUT
p55176017,2020/12/19,1020,OUT
p93825504,2021/10/22,1303,OUT
p94618005,2020/9/24,775,OUT
p31092788,2020/3/24,2303,OUT
p98891791,2021/12/27,1165,OUT
p54610187,2020/1/5,2843,OUT
p18812112,2021/10/23,96,OUT
p13837050,2020/10/2,2121,OUT
p51356435,2020/7/9,2676,IN
p88089487,2021/11/26,786,IN
p21477658,2021/5/13,511,OUT
p80770640,2021/3/9,1123,IN
p17413342,2020/5/10,2449,OUT
p55632994,2020/7/26,1260,OUT
p20976010,2020/12/13,99,OUT
p52246638,2021/9/4,2446,IN
p63468035,2020/11/12,624,OUT
p98576081,2020/3/26,2296,OUT
p64527736,2020/11/7,1871,IN
p96849669,2021/9/25,1077,OUT
p46391274,2021/3/9,30,OUT
p49519056,2020/11/22,2490,OUT
p30948067,2021/5/21,2108,IN
p86339621,2020/4/20,630,OUT
p79201699,2020/6/28,2751,OUT
p78703442,2020/3/31,442,IN
p41782263,2019/12/19,792,IN
p22351650,2020/5/13,1665,IN
p44314818,2020/6/8,1987,OUT
p78910846,2019/12/19,2467,OUT
p36339147,2021/9/2,1426,OUT
p58549573,2021/10/26,63,OUT
p69985308,2020/4/18,462,OUT
p94667777,2021/5/5,507,IN
p57639385,2020/6/30,1134,OUT
p98832591,2021/4/14,2970,OUT
p50913220,2021/2/8,1419,IN
p45868536,2021/6/17,2633,OUT
p31249378,2021/7/13,1901,OUT
p82250040,2021/4/12,898,OUT
p79182503,2020/8/16,1572,IN
p80032440,2021/3/17,75,IN
p96735369,2020/9/19,758,OUT
p85808967,2020/12/5,2597,OUT
p49346904,2021/2/19,1398,IN
p99285955,2021/8/17,2220,IN
p15744599,2020/12/5,931,IN
p47018568,2021/5/8,2010,IN
p45740390,2021/10/17,1518,IN
p78127495,2021/6/2,679,IN
p81257361,2021/5/16,488,OUT
p86558677,2020/6/11,1030,OUT
p65633811,2020/5/27,2158,IN
p14351170,2020/7/1,27,OUT
p22585650,2020/3/7,1691,OUT
p18762840,2020/8/20,1282,OUT
p37598044,2020/12/17,673,IN
p11061315,2020/2/14,1672,OUT
p83216951,2020/12/9,1001,OUT
p77451579,2020/9/11,632,IN
p84960958,2020/11/2,1637,IN
p25742358,2021/5/1,955,OUT
p82926001,2021/1/5,573,IN
p13581451,2020/7/4,35,OUT
p17304603,2021/1/17,1786,OUT
p35620301,2021/4/19,946,OUT
p88701677,2021/6/5,1071,IN
p70530509,2021/4/7,1596,OUT
p17508675,2021/8/19,2960,IN
p25067761,2021/6/11,719,IN
p34824487,2021/1/18,2245,OUT
p74987201,2019/11/25,508,IN
p50612023,2019/12/9,698,IN
p47751118,2020/6/23,746,OUT
p88412215,2021/7/7,2969,IN
p36336128,2020/5/14,2012,OUT
p65225784,2021/7/20,1772,IN
p61992091,2020/6/4,1484,OUT
p23930760,2021/4/2,1458,OUT
p72806597,2021/4/16,2785,IN
p32719325,2020/9/20,2040,IN
p38555762,2020/5/12,2757,IN
p38149029,2021/7/14,2029,IN
p27999166,2021/8/13,1349,IN
p92253246,2020/7/25,2818,IN
p27979930,2020/4/30,258,IN
p43329566,2021/2/9,324,OUT
p44960015,2020/7/19,1834,IN
p80190132,2020/5/9,47,IN
p30009223,2020/7/2,1352,IN
p49813490,2020/2/9,2818,OUT
p76436192,2021/6/11,678,IN
p98860203,2020/4/25,1970,OUT
p39598871,2020/11/14,112,IN
p47186138,2021/3/20,1696,IN
p84343995,2021/5/4,627,IN
p12099937,2021/5/18,2218,OUT
p67525592,2020/11/19,2199,IN
p80621516,2019/11/27,1943,IN
p28493843,2021/3/28,1466,IN
p90934005,2020/1/12,1045,IN
p47262767,2020/11/13,140,OUT
p85173634,2020/8/18,1580,OUT
p63949711,2021/11/12,1133,IN
p99184105,2021/4/1,1151,OUT
p51233299,2020/5/15,878,IN
p74168344,2020/8/26,2792,OUT
p55944991,2020/1/10,1917,IN
p61117980,2021/2/24,1444,IN
p98192942,2021/11/26,804,IN
p27283288,2020/5/23,1437,OUT
p89890539,2020/12/29,1144,OUT
p96822389,2020/3/29,1361,IN
p49235102,2019/11/12,414,OUT
p74417719,2021/12/16,10,IN
p83371011,2020/6/8,1026,OUT
p35987932,2020/5/2,2228,OUT
p23167741,2020/3/16,2594,OUT
p34834013,2020/12/9,2717,OUT
p77439490,2021/11/8,933,IN
p63394934,2021/12/1,2132,IN
p35150205,2021/7/11,2191,IN
p46086485,2021/11/17,2641,OUT
p60232950,2020/3/4,183,OUT
p13381233,2020/9/22,2642,OUT
p95138365,2020/2/1,897,IN
p45009001,2019/12/24,2803,IN
p25338282,2020/6/6,326,IN
p36176990,2021/12/8,2136,IN
p69403499,2020/5/29,882,OUT
p49562682,2020/10/13,629,IN
p18268657,2021/8/21,1597,OUT
p52868588,2021/3/28,2781,OUT
p13384968,2021/5/6,301,IN
p80770293,2021/5/27,2936,OUT
p73846124,2021/12/27,1207,OUT
p28790576,2021/8/2,2814,IN
p91058273,2020/2/25,828,IN
p19241808,2021/11/26,1367,IN
p45118075,2020/2/10,2465,OUT
p75755326,2019/12/22,1934,OUT
p69972157,2020/7/22,222,IN
p44342268,2021/9/27,1386,OUT
p64822745,2019/11/29,739,IN
p32853400,2020/11/5,559,OUT
p14001112,2020/6/29,2800,OUT
p87008509,2021/2/10,535,IN
p28658422,2021/6/15,2651,OUT
p12041854,2020/10/16,2192,IN
p12427310,2020/6/21,2313,IN
p57344663,2020/5/7,1135,OUT
p19247107,2021/3/23,2708,IN
p89311904,2020/5/16,2402,OUT
p66027677,2020/1/15,2360,OUT
p99443122,2021/4/6,1703,IN
p58799355,2020/1/10,1500,OUT
p33901648,2020/2/1,1222,OUT
p60285571,2021/12/9,2625,OUT
p98619669,2021/7/23,2095,IN
p57491354,2020/2/16,2471,IN
p89718179,2020/11/21,2413,IN
p34027601,2021/8/12,2556,IN
p60930898,2019/11/27,1409,IN
p23995027,2020/3/29,2062,IN
p34502973,2019/11/15,2391,OUT
p34228863,2021/8/5,1733,OUT
p31765613,2020/11/21,2629,OUT
p14709760,2021/12/30,2319,IN
p82400978,2021/5/19,362,IN
p80501003,2020/2/7,445,OUT
p74714394,2021/7/5,335,IN
p15778270,2021/11/30,781,OUT
p87651060,2020/4/4,1921,OUT
p92940982,2021/8/9,2899,IN
p13577979,2021/8/16,50,OUT
p26124448,2020/9/7,1122,OUT
p16254051,2020/5/24,253,IN
p76658292,2020/6/23,2004,OUT
p96226328,2020/1/22,1823,IN
p70806548,2021/9/17,2777,IN
p24985942,2021/11/15,685,OUT
p50153202,2021/9/21,1788,OUT
p60718559,2019/11/8,852,OUT
p71515220,2021/8/19,345,IN
p57184889,2020/6/21,255,OUT
p13585170,2020/3/28,2789,IN
p83161292,2020/5/17,960,OUT
p74629411,2020/2/24,2168,OUT
p57864687,2020/1/6,1079,OUT
p41811465,2019/12/12,1000,IN
p99246632,2021/1/5,2672,OUT
p79682682,2021/6/2,450,OUT
p67736890,2020/1/29,620,IN
p68421788,2020/8/14,2319,OUT
p28102359,2021/3/29,30,OUT
p24737363,2021/1/1,363,OUT
p82932254,2020/1/6,2686,OUT
p84542013,2020/11/17,244,IN
p91124960,2021/11/4,157,OUT
p46468944,2020/12/26,64,OUT
p76785117,2021/1/20,1252,OUT
p53530175,2021/9/27,74,IN
p59406925,2021/6/7,1010,OUT
p31461945,2021/1/4,2744,OUT
p74993689,2021/8/9,2625,OUT
p29129984,2021/6/15,2095,OUT
p55262535,2021/10/20,2493,IN
p39672570,2020/6/4,1898,IN
p47834627,2020/12/28,1570,IN
p41337534,2021/12/31,1195,IN
p32499639,2019/12/20,592,OUT
p48875433,2021/2/19,817,OUT
p34396404,2021/6/2,1263,OUT
p91095811,2021/5/4,1697,OUT
p94590447,2019/11/10,1505,OUT
p22661364,2020/11/14,2925,IN
p64041318,2020/4/14,2079,OUT
p61708226,2020/7/15,556,OUT
p90455837,2020/8/11,984,IN
p53985825,2020/4/23,1179,OUT
p34473154,2020/6/23,1935,IN
p54805805,2020/7/7,2123,IN
p33210365,2021/5/6,2262,IN
p87407974,2021/9/10,26,OUT
p67773452,2021/4/25,1248,IN
p36477823,2021/11/29,2451,IN
p47768277,2021/12/28,53,IN
p19906186,2020/2/16,2502,IN
p97696365,2020/6/6,966,OUT
p64659494,2020/10/23,948,OUT
p57331819,2020/12/3,774,OUT
p97169391,2019/12/22,990,IN
p63920980,2021/6/9,2375,OUT
p73906322,2021/1/1,2477,IN
p69075847,2021/2/28,533,OUT
p27691914,2021/1/29,2704,IN
p82255337,2021/3/25,412,OUT
p54330011,2020/5/4,2786,IN
p21496215,2019/11/20,2666,OUT
p50230782,2021/9/24,915,IN
p91443666,2021/9/15,322,IN
p96170873,2020/3/3,708,IN
p71781427,2021/11/12,2405,OUT
p79171972,2019/11/4,1936,OUT
p31981187,2020/7/26,2894,IN
p96842843,2020/3/3,1490,OUT
p70436068,2019/11/10,2101,IN
p64341948,2021/5/21,2266,IN
p98499584,2021/10/14,1504,IN
p25390080,2020/1/14,2500,OUT
p22325282,2020/2/21,968,OUT
p37196662,2020/4/20,280,IN
p18798407,2021/5/21,486,IN
p40245703,2020/7/3,1071,IN
p20029406,2021/10/5,381,IN
p13128192,2020/1/14,984,IN
p58713080,2021/9/13,1849,OUT
p97741829,2021/1/30,2931,IN
p41060143,2020/4/2,2986,OUT
p76021826,2021/12/9,1021,IN
p52047496,2020/2/29,172,OUT
p97857144,2020/7/22,109,IN
p75578622,2021/5/10,2136,IN
p87736417,2021/8/29,171,IN
p29050588,2020/12/19,649,OUT
p90052917,2020/4/21,165,OUT
p93584823,2021/1/31,2204,IN
p54559125,2020/4/24,157,IN
p86376555,2020/6/23,2762,OUT
p63275724,2020/6/14,1360,IN
p13764827,2021/11/14,1089,OUT
p30038796,2019/12/18,1650,OUT
p81625998,2021/8/31,2185,OUT
p10178894,2020/11/5,527,IN
p71003748,2020/3/21,1931,OUT
p59230424,2020/8/20,615,OUT
p10045899,2020/6/30,2266,OUT
p79468131,2021/9/16,795,IN
p99966488,2021/8/18,1960,OUT
p43660956,2020/1/28,1541,OUT
p28423081,2020/5/2,2615,OUT
p95374167,2020/11/24,2326,OUT
p17640439,2021/3/5,1938,OUT
p40157786,2021/5/17,1490,OUT
p25908123,2021/11/28,130,IN
p38801883,2021/7/13,1670,OUT
p10419439,2020/3/8,2159,IN
p81479984,2021/4/30,1792,OUT
p95082293,2021/10/6,2004,OUT
p79571888,2020/3/21,340,OUT
p15459121,2021/11/7,1432,IN
p10823314,2020/6/8,2123,IN
p88778829,2021/9/22,263,IN
p95511033,2020/1/11,237,OUT
p27082509,2021/9/27,2106,OUT
p61647258,2020/1/8,654,OUT
p99819602,2020/4/19,2035,IN
p88967753,2021/11/29,2560,OUT
p86229661,2020/4/2,2284,IN
p37153112,2020/9/29,772,OUT
p54670671,2020/9/4,2393,OUT
p79504303,2020/2/8,2724,OUT
p93604625,2020/2/17,2829,IN
p51583685,2021/1/9,737,IN
p65099528,2021/9/5,1905,IN
p92038896,2021/8/16,1641,OUT
p37727025,2020/2/27,238,OUT
p52166074,2021/11/25,1347,OUT
p93868364,2021/4/10,2880,IN
p14332061,2020/12/29,843,OUT
p34675796,2020/10/5,395,OUT
p87898583,2020/4/14,194,OUT
p49341174,2021/8/5,2807,OUT
p39999285,2021/12/6,2870,IN
p55356076,2021/3/2,104,OUT
p86320381,2021/5/4,605,OUT
p21464601,2021/5/19,2302,OUT
p41382131,2021/2/20,2952,OUT
p32228800,2021/3/4,891,IN
p70336488,2021/3/18,1135,OUT
p89549454,2021/10/7,497,OUT
p34575693,2021/4/17,1658,OUT
p66714824,2021/3/30,2446,IN
p72982930,2020/3/27,2518,OUT
p57025138,2020/7/13,706,IN
p32604081,2020/2/7,1420,OUT
p17502382,2019/11/14,975,IN
p70895203,2020/12/14,1407,IN
p95003430,2020/4/19,1513,OUT
p52096639,2020/4/24,1462,OUT
p34103366,2019/12/6,868,IN
p84100011,2021/6/29,2536,OUT
p35395418,2021/8/21,1992,OUT
p68813203,2020/6/1,2988,IN
p53142130,2020/2/13,2106,OUT
p82536775,2020/5/14,1108,IN
p29405058,2020/1/6,781,OUT
p11815126,2019/11/14,2883,IN
p51890310,2020/9/30,397,OUT
p88752839,2020/7/21,229,IN
p19190915,2021/3/12,666,IN
p96181381,2020/3/27,1971,IN
p14567313,2019/11/3,312,OUT
p37566820,2020/4/27,2529,IN
p83623126,2021/12/30,573,OUT
p70702442,2020/10/22,1120,OUT
p32403276,2021/2/26,1401,OUT
p99350134,2019/11/23,2628,IN
p74324899,2021/7/31,798,IN
p58847145,2020/5/25,1813,OUT
p73749308,2021/7/16,740,OUT
p48067159,2021/5/13,1791,IN
p37447674,2020/8/31,2574,IN
p82194931,2020/11/12,734,IN
p23770186,2020/9/8,2953,IN
p45630630,2019/11/20,1320,IN
p37918538,2021/9/4,2668,IN
p33796865,2020/7/9,309,OUT
p39492975,2021/5/13,2759,IN
p55739863,2020/10/24,1569,IN
p62933912,2021/11/28,868,OUT
p49938392,2020/10/9,2321,IN
p54110405,2021/7/15,744,OUT
p66458172,2021/6/25,2543,OUT
p96369448,2021/5/30,1486,IN
p85937219,2021/11/6,14,OUT
p24733163,2020/7/27,864,OUT
p35472134,2021/1/15,1162,OUT
p64826714,2021/3/26,1717,IN
p95738077,2019/11/19,771,IN
p73733846,2020/11/28,334,IN
p23806840,2021/1/9,1011,IN
p53092070,2020/12/25,1611,IN
p42453957,2020/11/20,1705,IN
p18337630,2021/12/26,805,OUT
p88199703,2021/2/7,2603,IN
p42876567,2020/10/9,105,OUT
p26448719,2019/11/10,1851,IN
p31498648,2021/1/29,1766,OUT
p90053770,2020/11/30,1715,IN
p27775990,2021/2/18,628,IN
p69355142,2021/9/6,1925,IN
p73368373,2021/11/4,1683,OUT
p52271677,2020/12/13,450,IN
p73623785,2020/2/23,2566,OUT
p11761687,2021/1/10,2956,IN
p20770107,2020/3/15,2177,OUT
p17658716,2021/9/10,1571,OUT
p35352012,2020/11/19,1002,OUT
p81040049,2020/5/3,1020,OUT
p43598462,2021/2/28,1644,IN
p13474360,2020/10/4,2995,OUT
p41011692,2021/11/9,2259,IN
p90747237,2020/5/8,2586,OUT
p98404959,2021/3/30,1942,IN
p66351402,2020/10/7,1317,OUT
p95303627,2020/4/29,1361,IN
p91272373,2021/11/6,1245,IN
p19301719,2020/7/13,2867,OUT
p64424209,2020/9/27,641,OUT
p57680617,2021/5/29,1976,IN
p37895587,2021/8/23,545,OUT
p77661217,2020/1/21,1938,IN
p81447320,2021/10/12,2038,IN
p43014904,2021/9/10,983,OUT
p53175467,2021/9/9,749,OUT
p88641308,2021/9/15,698,OUT
p31116811,2021/11/6,2718,IN
p58904378,2021/11/12,449,OUT
p78424532,2020/11/19,1723,OUT
p64505249,2021/10/27,1008,IN
p11968607,2020/4/15,932,OUT
p71560772,2020/4/26,350,OUT
p77557406,2020/8/15,1473,OUT
p66090094,2021/12/23,495,OUT
p57305804,2020/1/29,1573,IN
p28408798,2020/4/23,1309,IN
p72506082,2020/6/19,160,IN
p77325354,2021/12/22,1592,IN
p15934124,2020/2/1,279,IN
p35287917,2021/9/5,2284,OUT
p18692693,2021/8/31,2896,OUT
p12794978,2021/12/15,1775,IN
p66368695,2020/4/21,1008,IN
p48382944,2020/6/26,532,IN
p65081708,2020/8/16,2750,IN
p98362414,2020/5/21,1060,IN
p63726601,2020/7/8,2625,IN
p27250225,2021/6/1,422,OUT
p55556020,2021/8/18,2734,IN
p58116961,2020/8/24,1517,OUT
p57926799,2019/12/7,1633,IN
p14375970,2020/7/24,2016,IN
p72983630,2021/5/6,762,IN
p22411561,2021/12/11,1427,OUT
p62321268,2020/12/11,58,OUT
p60938037,2020/12/3,2495,IN
p80535291,2020/12/9,2686,IN
p12354352,2021/7/1,2297,OUT
p77274516,2020/7/14,307,OUT
p65777537,2021/11/16,576,IN
p55318539,2020/12/30,1076,OUT
p80033536,2020/2/8,260,OUT
p70674841,2020/12/9,679,OUT
p26711294,2021/7/13,116,IN
p11244103,2020/2/13,2193,OUT
p55930821,2020/5/24,2465,IN
p53614269,2021/8/26,968,IN
p30263936,2020/2/26,584,IN
p95782735,2021/6/11,2063,IN
p22843854,2019/12/4,871,OUT
p33961804,2021/2/4,1007,OUT
p65892791,2020/9/4,2963,IN
p59252999,2020/6/6,143,IN
p65805153,2021/12/28,713,OUT
p96553948,2021/7/22,57,OUT
p71708365,2021/3/31,2568,OUT
p30413119,2020/10/9,831,OUT
p71603873,2021/2/1,1238,OUT
p55491718,2020/9/9,761,IN
p10151111,2020/12/30,2252,IN
p85759688,2020/11/29,1246,OUT
p97091138,2021/12/30,2609,IN
p48469334,2021/11/27,891,IN
p38113378,2021/1/30,145,IN
p26164964,2021/9/6,2396,OUT
p28307292,2021/7/19,19,OUT
p50850837,2020/12/19,1231,IN
p80224475,2020/8/17,170,OUT
p50268435,2021/1/3,896,OUT
p88138342,2020/9/16,114,IN
p48262798,2020/1/23,1826,OUT
p21815695,2020/4/9,1985,OUT
p11410155,2021/8/15,2510,OUT
p97650244,2021/10/13,2533,IN
p62836265,2020/10/18,1830,OUT
p24970616,2020/7/30,2642,IN
p77914304,2021/6/3,2363,IN
p42141890,2021/8/8,839,IN
p39169863,2020/5/5,190,IN
p42267603,2021/3/6,2770,IN
p65017213,2020/2/1,1869,IN
p55468589,2020/7/18,1623,IN
p61842977,2021/11/16,2803,OUT
p54279817,2021/7/31,2733,IN
p93042229,2020/7/6,2468,OUT
p99839941,2021/8/10,1496,OUT
p67510600,2021/5/3,603,OUT
p59662821,2021/5/6,1147,OUT
p19617704,2020/1/2,1161,IN
p26855659,2020/7/23,446,IN
p45211245,2020/1/22,597,OUT
p72454713,2021/10/7,75,OUT
p71107134,2020/5/20,1585,OUT
p82375814,2020/10/20,1744,OUT
p31284571,2021/8/17,2099,OUT
p37647696,2020/4/29,1335,IN
p31190014,2020/12/5,1195,OUT
p74228206,2021/3/13,813,IN
p21255176,2019/12/8,2251,IN
p80249502,2020/1/7,2499,IN
p61720806,2020/12/15,278,OUT
p20647248,2020/9/27,126,OUT
p14679158,2020/12/3,1019,OUT
p98395823,2020/8/30,885,OUT
p52587111,2019/11/19,742,OUT
p56904438,2021/10/12,2144,OUT
p31274471,2021/10/5,1403,OUT
p70171914,2020/5/9,644,IN
p88520327,2021/11/1,1339,IN
p13634668,2020/4/4,146,IN
p75633707,2020/3/2,584,IN
p77933048,2021/2/13,1060,OUT
p60883924,2021/12/28,380,OUT
p70412733,2021/5/26,415,OUT
p21064569,2020/7/29,1129,IN
p76858439,2020/12/16,2365,IN
p48722028,2021/4/12,661,OUT
p66732874,2021/3/27,2733,OUT
p88595258,2021/4/23,1010,OUT
p10690624,2020/2/4,2941,OUT
p17455766,2020/5/9,2345,IN
p28412710,2021/10/20,565,OUT
p79372589,2020/6/30,2496,OUT
p54591922,2020/5/13,2667,IN
p59205097,2020/4/2,2348,OUT
p63883285,2021/11/3,1595,OUT
p97931502,2020/6/18,2648,OUT
p90336199,2021/11/20,1271,IN
p91520492,2019/11/30,187,OUT
p26351292,2020/9/2,956,IN
p60053970,2019/12/13,1850,IN
p85781602,2020/9/6,666,IN
p50151402,2020/2/17,2994,OUT
p49366454,2021/3/20,1886,OUT
p95739708,2021/3/24,1013,OUT
p93297434,2019/11/14,2454,OUT
p49114896,2021/4/12,1197,OUT
p20649441,2021/2/6,2391,OUT
p46636950,2021/8/4,1855,IN
p65758894,2020/9/5,1304,OUT
p25074580,2021/9/28,787,OUT
p92344941,2020/4/5,327,IN
p40475016,2020/3/22,2213,IN
p65423539,2021/4/4,699,OUT
p35412400,2019/12/24,310,OUT
p26013159,2019/11/23,2551,OUT
p88436395,2019/12/17,354,IN
p13932347,2020/11/6,865,IN
p96436928,2020/4/6,122,IN
p59948111,2021/9/12,309,IN
p34924402,2020/12/25,1855,OUT
p68163926,2020/4/4,1626,IN
p51453471,2020/8/20,1933,IN
p62315899,2019/12/8,697,IN
p31380408,2021/1/17,1057,IN
p43436446,2021/1/9,201,IN
p25528162,2021/12/1,1109,OUT
p29090468,2021/8/19,2602,IN
p45366558,2021/6/25,1838,OUT
p14136445,2020/12/6,93,IN
p15806557,2020/12/21,857,OUT
p43186209,2020/9/17,1539,IN
p51107426,2021/8/27,1137,OUT
p94019255,2020/3/29,2553,OUT
p60241321,2021/7/25,2074,OUT
p29085458,2020/12/14,193,IN
p66356500,2021/4/30,817,OUT
p24704115,2020/9/15,278,OUT
p70364944,2021/4/3,722,OUT
p51805234,2019/11/23,2527,IN
p62301348,2020/5/13,543,OUT
p39064519,2020/6/19,534,OUT
p62869863,2020/5/6,1736,IN
p96775351,2021/7/28,2166,OUT
p61210946,2021/10/11,2399,IN
p40192679,2020/1/9,1985,IN
p48408640,2020/5/27,1633,IN
p99046907,2021/7/6,2804,IN
p57451453,2021/6/28,1738,OUT
p68432649,2021/12/5,1375,OUT
p72987525,2020/9/28,2205,OUT
p59336032,2019/11/17,603,OUT
p65227436,2020/12/22,1089,OUT
p34194013,2020/1/15,1450,IN
p37487967,2021/11/15,912,OUT
p37118514,2021/1/6,333,OUT
p73302571,2021/3/14,1906,OUT
p44046520,2021/4/17,815,OUT
p97379917,2020/10/4,1903,IN
p19383318,2020/11/10,2453,OUT
p12836377,2021/6/11,2270,IN
p37014683,2020/2/1,73,IN
p95036186,2020/1/10,2523,OUT
p22018935,2021/9/26,44,IN
p59600064,2020/6/6,661,OUT
p79904126,2020/2/1,1888,IN
p11547184,2020/1/13,1206,IN
p98516599,2021/8/20,803,OUT
p60096858,2021/8/19,1250,IN
p34386182,2019/12/31,1514,IN
p56752557,2021/4/17,2903,IN
p26260741,2019/12/6,230,OUT
p40676502,2021/4/22,2128,IN
p66918890,2020/7/31,361,IN
p74876668,2021/4/9,1508,OUT
p81491323,2021/11/30,1444,IN
p33803971,2020/6/11,929,OUT
p50884414,2020/4/28,1317,OUT
p97100026,2021/11/1,2238,IN
p65416961,2021/7/14,1905,OUT
p77480492,2020/8/23,2223,IN
p62942701,2020/11/27,1392,IN
p44109907,2020/10/11,2611,IN
p69882074,2021/6/5,653,OUT
p62449632,2020/2/12,438,IN
p87493739,2021/5/25,1984,OUT
p39987796,2021/6/7,793,IN
p26143121,2020/10/4,1708,IN
p94866322,2021/6/18,2551,OUT
p85149456,2021/3/17,390,OUT
p33599929,2021/10/1,706,OUT
p47568649,2020/10/28,875,IN
p72137360,2021/3/30,168,OUT
p33980335,2020/6/12,919,OUT
p56559237,2021/6/21,1645,IN
p31953677,2019/12/28,51,OUT
p23841265,2019/11/28,2853,IN
p91618540,2020/5/26,1293,IN
p59919386,2021/12/26,228,OUT
p15242423,2020/3/23,2133,OUT
p63387458,2020/10/6,1362,OUT
p42443974,2019/11/8,2339,IN
p38097819,2020/4/12,1948,IN
p53835934,2020/12/23,1705,OUT
p76979237,2021/8/23,2847,OUT
p22864343,2020/7/11,2187,OUT
p68918010,2021/6/22,1262,OUT
p34807415,2021/10/14,1530,OUT
p84198874,2021/10/25,1612,OUT
p98757564,2021/3/2,1740,IN
p55076102,2019/11/12,822,IN
p69231297,2021/8/17,2926,OUT
p53134444,2020/12/21,579,IN
p54667993,2020/6/30,1986,OUT
p77228265,2020/1/4,1702,OUT
p82396644,2021/4/5,403,IN
p39781688,2020/6/24,1391,IN
p47793497,2021/5/16,828,IN
p74668290,2020/11/25,334,IN
p15974535,2021/4/15,231,IN
p59431154,2020/11/23,2893,OUT
p21514154,2020/2/14,2629,OUT
p11272024,2021/5/3,2602,OUT
p32255773,2021/9/8,1411,IN
p19038564,2020/6/8,2918,OUT
p66376096,2020/3/10,190,OUT
p31027315,2020/6/9,2633,OUT
p15887464,2020/10/3,1242,OUT
p63729407,2021/10/8,1409,IN
p31890003,2021/6/25,2455,OUT
p52328107,2020/12/28,714,IN
p36482111,2020/11/19,380,IN
p85332648,2020/9/25,2811,IN
p79828789,2021/2/24,79,IN
p59672301,2020/4/8,2090,IN
p32889764,2020/12/4,716,IN
p94167172,2021/2/3,722,IN
p56158444,2021/6/26,1274,OUT
p33086790,2020/8/20,264,IN
p94166795,2020/6/29,99,OUT
p39317558,2020/11/9,2465,OUT
p42781556,2021/9/4,2007,OUT
p66375503,2019/11/18,1850,OUT
p48860890,2020/12/29,349,OUT
p45810691,2020/12/7,2190,OUT
p30228190,2020/5/17,2217,IN
p63928677,2021/9/30,2644,OUT
p31926535,2020/11/24,1462,IN
p46688132,2021/8/4,1488,IN
p38564575,2019/11/24,509,OUT
p25380596,2021/10/10,748,OUT
p74909791,2020/4/29,1597,OUT
p16739973,2021/1/20,636,OUT
p42919994,2020/3/13,979,OUT
p16801930,2021/5/26,1476,IN
p92950229,2020/1/13,659,IN
p86697053,2020/12/9,2339,IN
p41851400,2019/12/29,561,OUT
p49060497,2020/5/31,284,OUT
p85634804,2020/6/11,2421,OUT
p90082110,2020/1/14,1459,IN
p37582606,2021/9/28,463,OUT
p47962341,2020/9/7,2319,OUT
p82072070,2020/2/17,1686,IN
p82546740,2021/7/8,20,IN
p20228709,2021/8/9,849,OUT
p82840582,2020/4/1,2469,IN
p69859372,2021/12/26,2583,IN
p60220590,2021/9/16,2817,OUT
